adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/XeJhxScCrZyoCVRLG3eUWbCyOz.jpg,"[18, 35]",496328,hi,संजू,Sanju explores some of the most crucial chapters from movie star Sanjay Dutt’s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.,14.161,/q1wkN4VQuBTj1AeyTLLz2w6awMA.jpg,2018-06-29,Sanju,False,7.218,179
False,/n5OFaiFO0ENrPOT2nonqcyMtlq3.jpg,"[28, 35, 80, 10402]",277432,hi,Happy New Year,Six would-be thieves enter a prestigious dance competition as a cover for their larger goal of pulling off a major heist.,14.135,/irK5WgHuNKfuyKhUDOGD6HG7LCY.jpg,2014-10-24,Happy New Year,False,6.095,241
False,/5VKTBTheoNKGlMWcJVdYZLPJW9q.jpg,"[28, 53, 10749, 12]",391629,hi,बाघी,"Ronny is a rebellious man, who falls in love with Sia but circumstances separate them. Years later, Ronny learns that Sia is abducted by a martial arts champion, Raghav.",17.374,/o5VJiWgGp1O2OtjESZVd37gepYQ.jpg,2016-04-29,Baaghi,False,6.3,116
False,/edCPKBBiWwiLnvMyDwpDeEHL0Oz.jpg,"[28, 18, 53]",17501,hi,डॉन,"DCP DeSilva sees a way to bring to justice the feared head of a criminal empire by recruiting a man named Vijay, who looks exactly like the crime boss. The ruse works too well, and soon Vijay finds his life in danger when DeSilva, the only one who knows his true identity, dies.",11.869,/1d52h7aDRlc5IPUFno24XPNT6hA.jpg,2006-10-20,Don,False,6.956,248
False,/4qifcARBYMzaKgIeaPNTYXLikXd.jpg,"[18, 10749]",381418,hi,सनम तेरी कसम,"A musical romantic movie exploring the journey that ensues when the blue blooded boy Inder, ""Who wanted to love no one"" crosses paths with Saru, ""Whom no one wanted to love"". All their lives they were waiting to meet, but they just didn't know it . A musical tale of love , longing and loss. Sanam Teri Kasam - A Love story sealed with a Curse.",14.857,/yx0gPrJqdZei4PX8krLZXmIimSI.jpg,2016-02-05,Sanam Teri Kasam,False,7.9,107
False,/49czdTl4eA6YHrE7hqKUvzgWi5W.jpg,"[80, 18, 36]",664332,hi,गंगूबाई काठियावाड़ी,"Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",16.875,/wHPEKlzg7CaJFCjWlMdZKpCRIDl.jpg,2022-02-24,Gangubai Kathiawadi,False,7.4,133
False,/8aYAfAPolsRFrHbP1rafeSgg2Ew.jpg,[28],12259,hi,शोले,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",14.346,/ya9bwgqA4eNl5bQ9QqS0jcmRoBS.jpg,1975-08-15,Sholay,False,6.978,252
False,/bcNcuocvcfYmc3iirLLrktIj7KV.jpg,"[28, 12, 35, 10749, 53]",283589,hi,बैंग बैंग,"A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",10.599,/6ukTOJ3VNqrR0un8nolKoIlgn1V.jpg,2014-10-02,Bang Bang!,False,6.184,206
False,/9Ll7wDWDDCkHCRBYLI0rqjlQu2Y.jpg,"[53, 28, 80]",363343,hi,रईस,"Set in the early ’80s and ’90s in Gujarat, India, ‘Raees’ is a fictitious story of a crime lord named Raees, who builds an entire empire from scratch, and a police officer who is determined to bring him down.",11.094,/zFYFUfnoXWxeA3n7v4acEqgk2iE.jpg,2017-01-25,Raees,False,6.674,210
False,/jdvmNM5vwQDSsC4SAdiEdzrTAhU.jpg,"[80, 28, 35]",370665,hi,दिलवाले,Raj is a Mafia member. One day he meet a girl (Meera) while chasing by his rival gang and falls in love with her. Later he finds out that this girl is the daughter of the leader of his rival gang. Yet their love story continues until he was shot by his girlfriend upon a deep misunderstanding. After that incident these two lovers lives separate until their siblings fallen in love. With this new love story their paths intertwines again.,13.09,/4jVu65xoOyOdk76J9jNTGmPK0dY.jpg,2015-12-18,Dilwale,False,6.6,287
False,/fmSEpurLBhXl7ciWto6PaGos5cv.jpg,"[10749, 35]",45002,hi,चमत्कार,"When Sunder loses everything, he seeks refuge in a graveyard, where he befriends a ghost.",17.493,/tJlGNBkE0DNQ9iLkHMY2gsCOza3.jpg,1992-07-08,Chamatkar,False,6.4,47
False,/iYAwoF0BzgrqLfyy3G7n0LZEGTU.jpg,"[28, 12, 53]",441909,hi,टाइगर ज़िंदा है,"When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.",12.081,/mdzNLFfCfuBoJz43l0SmMWWdu5t.jpg,2017-12-18,Tiger Zinda Hai,False,6.024,127
False,/okhoiuVn0GpmlreE6wuHR7qTRby.jpg,"[80, 18, 9648]",581361,hi,बदला,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,9.582,/eKpzbERuhogYTwI3PwfVsAHXnuO.jpg,2019-03-08,Badla,False,7.31,126
False,/wuOZtOD2rWTW28uJx53hi3GEizt.jpg,"[28, 10752, 53]",1034158,hi,ఆపరేషన్ వాలెంటైన్,"Showcasing the indomitable spirits of the Indian Air Force heroes on the frontlines and the challenges they face during one of the biggest, fiercest aerial attacks that India has ever seen.",15.003,/jNvYVtRm1rvEYGLqBibL6b3Hhrv.jpg,2024-03-01,Operation Valentine,False,0.0,0
False,/21bk7sqIsFfeof4vppwGEw1Ahvw.jpg,"[28, 53]",466550,hi,Drive,A getaway driver is attracted to a female neighbor whose husband owes money to a local gangster. As a result he is drawn deeper into a dangerous underworld.,9.711,/wmCI3RoAq75rEH2zFjP2qqchrs9.jpg,2019-11-01,Drive,False,5.091,55
False,/3hBYQJ2d5P3KzYHAjgB6GO44p6p.jpg,"[18, 28, 10749]",37737,hi,Kites,"A wounded man searches for his sweetheart in the Mexican desert while on the run from the police, bounty hunters, and others.",15.045,/lYJhUIsKtlke4gNNHkYZNppYlTZ.jpg,2010-05-21,Kites,False,7.21,200
False,/lNnnhBxQESk0WbUXNeh24Dx8XA7.jpg,"[53, 18, 80]",767377,hi,धमाका,"When a cynical ex-TV news anchor gets an alarming call on his radio show, he sees a chance for a career comeback — but it may cost his conscience.",17.615,/KowKEuyWziUtnCYicv6zhzTQIv.jpg,2021-11-19,Dhamaka,False,6.9,85
False,/AguDwIJdqUFEUXlmXyixotE0WnT.jpg,"[28, 18, 53, 10752]",599925,hi,शेरशाह,"Inspired by the life of Captain Vikram Batra (PVC), the film celebrates his bravery, valiant spirit and honors his invaluable sacrifice during the Kargil War of 1999, at the age of 24.",12.96,/fwWm769MXNDTzXYAXzQ3r97PM1f.jpg,2021-08-12,Shershaah,False,7.323,80
False,/xhHsbpLpPO5AvKx3E6jLXtYAqXV.jpg,"[18, 10749]",530154,hi,Lust Stories,An anthology of four stories that sheds light on modern relationships from the viewpoint of the Indian woman.,12.046,/mP5HehSpCaRGd6ej66jxkhdl60B.jpg,2018-06-15,Lust Stories,False,6.3,116
False,/v9WuP3V5eeJudaqoDE870HEuYSk.jpg,[18],14134,hi,मैं हूँ ना,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.",12.511,/iiZ8BgmAsxKUEyO6ux8z6GHiE6j.jpg,2004-04-30,Main Hoon Na,False,6.817,252
False,/hwBFGNabkGv2ZIyFUnCTSSmprf7.jpg,"[27, 14]",714338,hi,बुलबुल,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",13.021,/4XYEqHqvcf6vxFhNyeKZz5xbUfV.jpg,2020-06-24,Bulbbul,False,6.534,119
False,/kzdo3PoIS2c5nAjpElLiovmtBPx.jpg,"[28, 12, 53, 18, 10749]",85985,hi,एक था टाइगर,An Indian agent is sent to observe the actions of a scientist but the mission becomes complicated when he falls in love with the scientist's Pakistani caretaker.,14.25,/jGTyeAH5KZuCX6Qat1VcTBXnqth.jpg,2012-08-15,Ek Tha Tiger,False,6.1,171
False,/8v8Uc4PfiZk6g87qdq2L87sCDvE.jpg,"[18, 10749]",21210,hi,दिल से..,"Journalist Amar falls for a mysterious woman on an assignment, but she does not reciprocate his feelings. However, when Amar is about to get married, the woman shows up at his doorstep asking for help.",8.493,/rdnkOPYlHf8WaPRllTz3dsuzpp8.jpg,1998-08-22,Dil Se..,False,6.853,160
False,/7yD0xhcx600Ng2XBElVE4eN4bE7.jpg,"[28, 878]",32740,hi,कृष,"In Singapore, Krishna is forced by circumstances to use his superpowers and become a masked superhero named Krrish, before getting drawn towards his lost legacy.",15.243,/neJo0Xt9NH6aPBPNhKfHFQpwrcC.jpg,2006-06-23,Krrish,False,6.354,223
False,/nB0RD9EYTX8QNUQ85OtK22DYi0D.jpg,"[10749, 35, 878, 18]",1110390,hi,तेरी बातों में ऐसा उलझा जिया,A robotics engineer searching for his perfect partner finds himself falling in love with a human-like android.,18.584,/vwsBpnwmMO0xtIgxvCrViJgZhVj.jpg,2024-02-09,Teri Baaton Mein Aisa Uljha Jiya,False,5.6,5
False,/hSnSV1qcIiWIxxrolnlWd2dBApz.jpg,"[18, 35, 10749]",11807,hi,जब वी मेट,A depressed wealthy businessman and a spunky and care-free young woman embark on an unexpected journey that changes their lives.,13.984,/reEzvhfp85DTapHSPRzBULCXUuz.jpg,2007-10-26,Jab We Met,False,7.289,254
False,/ddDeX81Pmli814XlOCI5JGWmBK4.jpg,"[9648, 53, 80]",377213,hi,Te3n,"A grandfather, police officer and a priest join hands to investigate and find a missing child.",13.192,/gSkghZtZygWBTmv6DQVKcn69mUZ.jpg,2016-06-10,Te3n,False,6.94,92
False,/d2plahqbICvNTAvhk2lM0HojJGG.jpg,"[18, 10749]",413543,hi,Dear Zindagi,An unconventional thinker helps a budding cinematographer gain a new perspective on life.,13.16,/oUg0N2isgZ5rrxdXnsemcKolfKZ.jpg,2016-11-23,Dear Zindagi,False,7.067,216
False,/3mGqULd5aY3JphLIqt3LTQ1fQ2D.jpg,"[28, 18, 10749, 53]",8453,hi,फ़ना,"Zooni Ali Beg is a blind Kashmiri girl who travels without her parents for the first time with a dance troupe to Delhi to perform in a ceremony for independence day. On her journey, she meets Rehan Khan, a casanova and tour guide who flirts with her. Although her friends warn Zooni about him, she cannot resist falling in love with him and he takes her on a private tour of New Delhi. But there is more to Rehan than meets the eye and Zooni will have to make a heartbreaking decision.",13.155,/8YCF3drTYLc7eoLFBbbexsT3iQj.jpg,2006-05-26,Fanaa,False,6.703,190
False,/kvPC6aN10MJVZh5L4BSzhB3iYh5.jpg,"[18, 10749]",15772,hi,गुरु,"Gurukant Desai hails from Idhar, a small village in Gujarat, but dreams of setting up his own business in Mumbai. After he returns from Turkey, he marries Sujatha for getting the dowry and arrives in Mumbai to start his business. This film chronicles the obstacles he meets, his subsequent rise and the huge backlash he receives when it is revealed that he used unethical means to rise in the business circuit.",13.138,/xX2BJ5sn3ElTZqhnOEod8ZXsCQg.jpg,2007-01-12,Guru,False,6.8,111
False,/fQfODknc07ro4uAYWurQIU3D4WU.jpg,"[10752, 28, 18, 10749]",21175,hi,लक्ष्य,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",13.136,/ctB8RWoK2LHn5skqN4eUWVSvpyM.jpg,2004-06-18,Lakshya,False,6.582,92
False,/vwBVoaqBeiHRw5qvGuhAA2gk7y5.jpg,"[28, 80, 12, 9648, 53]",496316,hi,बागी 2,"A battle-hardened army officer goes in search of his ex-lover's child who is mysteriously kidnapped. Neha reaches out to the only person who can help her with her plight, Ronnie. He goes deep into the underbelly of Goa, facing off against drug lords, menacing Russian henchmen, and blood thirsty animals. Daring stunts, chase sequences, air strikes, bomb blasts and other large-scale action sequences will be done with a bona-fide, larger than life approach, truly making it a spectacle.",13.109,/nkjkHg9yCpPDM7COGCXfDtUJa2X.jpg,2018-03-30,Baaghi 2,False,6.092,60
False,/7PP7NLNYyLVymJPHX3HiYHgAtsh.jpg,"[28, 80, 18]",84858,hi,अग्निपथ,"A young boy's father gets killed unexpectedly by a fierce crowd. After fifteen years, the boy comes back to seek his vengeance.",13.107,/vfnOUEiKaul9e3cw9eL2yv9W7Zn.jpg,2012-01-25,Agneepath,False,6.4,134
False,/pATDkgtcdon1TvgxxHegMfuA5uz.jpg,"[18, 10749]",601635,hi,लाल सिंह चड्ढा,"Events in India's history — from the Emergency and the famous Cricket World Cup win to the Punjab riots — unfold from the perspective of an innocent Sikh man Laal Singh Chaddha, a person with a low IQ but high optimism. Laal is able to achieve everything under the sun but his childhood love continues to elude him.",13.011,/qqBB1tAi345mXMhLwLJpd7LWLRP.jpg,2022-08-11,Laal Singh Chaddha,False,6.6,56
False,/hq20k3JFDJAdXpk80Tj563DyPwv.jpg,"[28, 35, 80, 53]",22717,hi,वांटेड,"Radhe is a hardcore gangster. A sharpshooter with a sharp brain, he works for Gani Bhai, the dreaded Mafioso, but on his own terms. Totally fearless, Radhe single handedly eliminates Gani Bhai's enemies one by one; making more enemies than he bargained for.",12.995,/nymzAr2uEWxnDTfoIjUbh7a1UuB.jpg,2009-09-18,Wanted,False,5.788,106
False,/6OiopPJu3SbxFbI1qrE0IqEp0qm.jpg,"[35, 10749]",291157,hi,खूबसूरत,"A vibrant, hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her – and is engaged to someone else.",12.929,/fJnWRipBGa5p1UxBLShDF1SMw01.jpg,2014-09-19,Khoobsurat,False,6.595,111
False,/ohBudODLg90h2R8jQf4DvfGjY4A.jpg,"[9648, 80, 53, 10749]",695969,hi,हसीन दिलरुबा,"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",12.849,/aq1y0tqiH1ojIAQBbxZXFbArEAy.jpg,2021-07-02,Haseen Dillruba,False,6.449,68
False,/gcZbciueHH7WmD03GcVZX7LYqmR.jpg,"[18, 10402]",491625,hi,गल्ली बॉय,A coming-of-age story based on the lives of street rappers in Mumbai.,12.701,/4RE7TD5TqEXbPKyUHcn7CSeMlrJ.jpg,2019-02-14,Gully Boy,False,7.391,169
False,/rjccRKWUPKWHKIJ76rWLRIpeSdZ.jpg,"[18, 10749]",191714,hi,The Lunchbox,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system (Mumbai's Dabbawallahs) connects a young housewife to a stranger in the dusk of his life. They build a fantasy world together through notes in the lunchbox. Gradually, this fantasy threatens to overwhelm their reality.",12.671,/jSOiz1h97i3qwjZJXY8SeLvjPsl.jpg,2013-09-20,The Lunchbox,False,7.323,661
False,/nQV1lkgGn0FhqDeDr4b8VLhn1ow.jpg,"[28, 12, 53]",594669,hi,बाघी ३,A man embarks on a bloody rampage to save his kidnapped brother.,12.636,/14nxzkz2ZE0BXoywF6UnP5rjfcL.jpg,2020-03-06,Baaghi 3,False,6.75,107
False,/notcxmT6RN93g43BnRI8GvRktZ.jpg,"[28, 18, 36, 10752]",498448,hi,केसरी,"In 1897, an army of 21 Sikhs battles 10,000 Afghans to prevent the Saragarhi Fort from being taken down.",12.574,/ctjT1pMNAGD9ou0kuhz806tf7kX.jpg,2019-03-21,Kesari,False,7.011,94
False,/3HnYgndpXpZS0PInke1UYNOCe1r.jpg,"[18, 28, 80]",70590,hi,Singham,"An honest, small town cop is transferred to a big city that is controlled by a crime boss that he had once humiliated.",12.552,/pggLRaurdWwjqX2vkhKIVQSBjXV.jpg,2011-07-22,Singham,False,6.504,139
False,/hBVlObh4tyl2ZsQXYYuwaFkRoy2.jpg,"[35, 18, 10751]",496327,hi,सुई धागा,"Mauji stays in a village near Delhi with his wife Mamta, father and mother. Varun works at a shop that sells sewing machines, owned by Bansal and his son Prashant. Both have a habit of ill-treating Mauji and make him do fun antics. When Prashant gets married, Bansal invites Mauji and his entire family. Mamta feels humiliated when she sees Mauji being asked to imitate a dog by the Bansals.",12.514,/dit1yb4Z5WBtCFqn7Bl3oN8l7A1.jpg,2018-09-28,Sui Dhaaga - Made in India,False,7.0,75
False,/smaFFzbd1flJKUqDI2ylljQ8Pki.jpg,"[35, 18]",19625,hi,मुन्ना भाई एम बी बी एस,A gangster sets out to fulfill his father's dream of becoming a doctor.,12.376,/nZNUTxGsSB4nLEC9Bpa2xfu81qV.jpg,2003-12-19,Munna Bhai M.B.B.S.,False,7.161,282
False,/xKlD7JpdfHRpLwGjztrCe9RPjlP.jpg,"[35, 18, 10751]",118628,hi,इंग्लिश विंग्लिश,"In the United States for the first time, an Indian housewife with a limited command of English turns Manhattan into her personal language school.",12.354,/ccEVR8sf18psGH5daio9y7OGu93.jpg,2012-09-21,English Vinglish,False,7.174,242
False,/yxW0sz9kZS37g52JUp07kSdV1dv.jpg,"[18, 35, 10749]",14071,hi,दोस्ताना,Two straight guys who pretend to be a couple to secure a posh Miami apartment fall for their gorgeous roommate. Hilarity ensures as Kunal and Sameer strive to convince everyone they are a couple while secretly trying to win Neha's heart.,12.294,/obwjlgNI2NFZupMuJBbKgH3IhQp.jpg,2008-11-13,Dostana,False,6.2,145
False,/A4YVRhI14LMzsz9Nwqj36lEJPDC.jpg,"[18, 36]",478682,hi,Gold,"Set in 1948, the historic story of India's first Olympic medal post their independence.",7.333,/xCcdW6nHRcrKWraErYV5g3tut7Q.jpg,2018-08-15,Gold,False,7.07,64
False,/wlbWvdbn3B3EvWIaQ8hiKPnv2qH.jpg,"[53, 80]",393562,hi,रमन राघव २.०,A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game.,9.835,/pvOHStFmbbttTC900Z4npCP7muY.jpg,2016-06-24,Raman Raghav 2.0,False,7.058,113
False,/73ls8K2uWQm5lrb8ShAX6ShJbaE.jpg,[18],222951,hi,B.A. Pass,"After losing his parents in a car accident, Mukesh stays at his Aunt's house in Delhi. Enrolled in a good for nothing course in college he finds peace by playing chess at the local cemetery, the rest of the times he worries over ways to make a living and taking care of his sisters. 'B.A.Pass' is a story looking at the fatal promise of a new life. When Mukesh meets Sarika 'auntie' at a kitty party, little does he know of the city and it's ways and means to survive. Sarika seduces Mukesh, shy and inexperienced he falls for her. What follows is a twist of destiny, a kind of story that appears in the tabloids as 'heinous acts of crime'",12.094,/5KiuF1VdtjFXTp7aeYsGyFcKa7O.jpg,2012-08-30,B.A. Pass,False,5.721,34
